"ref_area.label","source.label","indicator.label","sex.label","classif1.label","time","obs_value","obs_status.label"
"Estonia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2017",5.224,"Real value"
"Estonia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2017",5.539,"Real value"
"Estonia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2017",4.892,"Real value"
"Estonia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2016",6.232,"Real value"
"Estonia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2016",6.652,"Real value"
"Estonia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2016",5.788,"Real value"
"Estonia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2015",5.694,"Real value"
"Estonia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2015",5.609,"Real value"
"Estonia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2015",5.782,"Real value"
"Estonia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2014",6.664,"Real value"
"Estonia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2014",6.779,"Real value"
"Estonia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2014",6.542,"Real value"
"Ethiopia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2024",2.633,
"Ethiopia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2024",1.817,
"Ethiopia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2024",3.565,
"Ethiopia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2023",2.621,
"Ethiopia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2023",1.815,
"Ethiopia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2023",3.542,
"Ethiopia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2022",2.61,
"Ethiopia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2022",1.809,
"Ethiopia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2022",3.529,
"Ethiopia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2021",2.97,"Real value"
"Ethiopia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2021",2.211,"Real value"
"Ethiopia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2021",3.844,"Real value"
"Ethiopia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2020",3.025,
"Ethiopia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2020",2.294,
"Ethiopia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2020",3.876,
"Ethiopia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2019",2.131,
"Ethiopia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2019",1.493,
"Ethiopia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2019",2.874,
"Ethiopia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2018",2.042,
"Ethiopia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2018",1.438,
"Ethiopia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2018",2.749,
"Ethiopia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2017",1.928,
"Ethiopia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2017",1.363,
"Ethiopia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2017",2.593,
"Ethiopia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2016",1.849,
"Ethiopia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2016",1.314,
"Ethiopia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2016",2.48,
"Ethiopia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2015",1.767,
"Ethiopia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2015",1.263,
"Ethiopia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2015",2.364,
"Ethiopia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2014",1.713,
"Ethiopia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2014",1.235,
"Ethiopia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2014",2.284,
"Finland","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2024",6.28,
"Finland","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2024",6.987,
"Finland","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2024",5.516,
"Finland","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2023",5.984,"Real value"
"Finland","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2023",6.745,"Real value"
"Finland","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2023",5.167,"Real value"
"Finland","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2022",5.749,"Real value"
"Finland","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2022",6.122,"Real value"
"Finland","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2022",5.346,"Real value"
"Finland","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2021",6.38,"Real value"
"Finland","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2021",6.895,"Real value"
"Finland","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2021",5.812,"Real value"
"Finland","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2020",6.002,"Real value"
"Finland","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2020",6.067,"Real value"
"Finland","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2020",5.931,"Real value"
"Finland","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2019",5.277,"Real value"
"Finland","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2019",5.642,"Real value"
"Finland","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2019",4.879,"Real value"
"Finland","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2018",6.058,"Real value"
"Finland","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2018",6.162,"Real value"
"Finland","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2018",5.943,"Real value"
"Finland","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2017",7.038,"Real value"
"Finland","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2017",7.262,"Real value"
"Finland","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2017",6.792,"Real value"
"Finland","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2016",7.237,"Real value"
"Finland","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2016",7.343,"Real value"
"Finland","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2016",7.121,"Real value"
"Finland","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2015",7.534,"Real value"
"Finland","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2015",7.8,"Real value"
"Finland","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2015",7.247,"Real value"
"Finland","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2014",6.963,"Real value"
"Finland","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2014",7.469,"Real value"
"Finland","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2014",6.416,"Real value"
"Fiji","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2024",2.214,
"Fiji","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2024",2.144,
"Fiji","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2024",2.352,
"Fiji","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2023",2.25,
"Fiji","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2023",2.184,
"Fiji","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2023",2.38,
"Fiji","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2022",2.362,
"Fiji","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2022",2.298,
"Fiji","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2022",2.487,
"Fiji","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2021",2.505,
"Fiji","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2021",2.449,
"Fiji","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2021",2.615,
"Fiji","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2020",2.387,
"Fiji","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2020",2.374,
"Fiji","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2020",2.412,
"Fiji","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2019",2.259,
"Fiji","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2019",2.19,
"Fiji","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2019",2.396,
"Fiji","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2018",2.223,
"Fiji","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2018",2.154,
"Fiji","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2018",2.361,
"Fiji","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2017",2.192,
"Fiji","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2017",2.13,
"Fiji","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2017",2.316,
"Fiji","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2016",2.157,"Real value"
"Fiji","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2016",2.105,"Real value"
"Fiji","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2016",2.262,"Real value"
"Fiji","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2015",2.223,
"Fiji","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2015",2.229,
"Fiji","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2015",2.21,
"Fiji","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2014",2.329,
"Fiji","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2014",2.398,
"Fiji","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2014",2.2,
"France","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2024",6.198,
"France","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2024",6.219,
"France","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2024",6.177,
"France","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2023",6.123,"Real value"
"France","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2023",6.1,"Real value"
"France","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2023",6.146,"Real value"
"France","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2022",6.082,"Real value"
"France","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2022",6.055,"Real value"
"France","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2022",6.108,"Real value"
"France","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2021",6.634,"Real value"
"France","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2021",6.681,"Real value"
"France","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2021",6.586,"Real value"
"France","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2020",6.792,"Real value"
"France","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2020",6.787,"Real value"
"France","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2020",6.798,"Real value"
"France","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2019",7.266,"Real value"
"France","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2019",7.148,"Real value"
"France","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2019",7.389,"Real value"
"France","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2018",7.809,"Real value"
"France","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2018",7.58,"Real value"
"France","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2018",8.05,"Real value"
"France","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2017",8.105,"Real value"
"France","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2017",7.965,"Real value"
"France","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2017",8.253,"Real value"
"France","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2016",8.589,"Real value"
"France","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2016",8.695,"Real value"
"France","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2016",8.476,"Real value"
"France","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2015",8.885,"Real value"
"France","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2015",9.166,"Real value"
"France","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2015",8.587,"Real value"
"France","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2014",8.854,"Real value"
"France","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2014",8.948,"Real value"
"France","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2014",8.754,"Real value"
"Gabon","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2024",18.41,
"Gabon","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2024",12.638,
"Gabon","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2024",27.236,
"Gabon","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2023",18.514,
"Gabon","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2023",12.784,
"Gabon","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2023",27.306,
"Gabon","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2022",18.659,
"Gabon","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2022",12.925,
"Gabon","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2022",27.537,
"Gabon","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2021",19.394,
"Gabon","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2021",13.61,
"Gabon","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2021",28.288,
"Gabon","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2020",19.31,
"Gabon","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2020",13.602,
"Gabon","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2020",28.216,
"Gabon","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2019",18.573,
"Gabon","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2019",12.912,
"Gabon","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2019",27.416,
"Gabon","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2018",18.638,
"Gabon","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2018",12.952,
"Gabon","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2018",27.505,
"Gabon","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2017",18.486,
"Gabon","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2017",12.831,
"Gabon","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2017",27.277,
